idEstado,idHojaVida,idHVPosgrado,intItemPosgrado,strAnioPosgrado,strCenEstudioPosgrado,strConcluidoPosgrado,strEgresadoPosgrado,strEsDoctor,strEsMaestro,strEspecialidadPosgrado,strTengoPosgrado,strUsuario,strComentario
1,134640,131110,1,2002,UNVERSIDAD NACIONAL AGRARIA LA MOLINA,1,1,0,1,INGENIERO AGRONOMO,1,,,2021-03-14 14:20:15
1,134457,130850,1,,,0,0,0,0,,2,,,2021-03-14 14:20:15
1,134826,131204,1,2017,UNIVERSIDAD NACIONAL SANTIAGO ANTÚNEZ DE MAYOLO,1,1,0,1,MAESTRO EN CIENCIAS ECONÓMICAS CON MENCIÓN EN GESTIÓN EMPRESARIAL,1,,,2021-03-14 14:20:15
1,134823,131203,1,,,0,0,0,0,,2,,,2021-03-14 14:20:15
1,134817,131197,1,,,0,0,0,0,,2,,,2021-03-14 14:20:15
1,134814,131195,1,,,0,0,0,0,,2,,,2021-03-14 14:20:15
1,135286,131590,1,2019,UNIVERSIDAD SAN PEDRO,1,1,0,1,MAESTRO EN EDUCACION CON MENCION EN DOCENCIA UNIVERSITARIA Y GESTION EDUCATIVA,1,,,2021-03-14 14:20:15
1,134809,131190,1,,,0,0,0,0,,2,,,2021-03-14 14:20:15
1,134223,130784,1,,,0,0,0,0,,2,,,2021-03-14 14:20:15
1,137351,133660,1,,UNIVERSIDAD INCA GARSILAZO DE LA VEGA,1,1,0,2,MAESTRIA EN INVESTIGACION Y DOCENCIA UNIVERSITARIA,1,,,2021-03-14 14:20:15
1,136009,132305,1,,,0,0,0,0,,2,,,2021-03-14 14:20:15
1,135145,131476,1,,,0,0,0,0,,2,,,2021-03-14 14:20:15
1,136472,132769,1,,,0,0,0,0,,2,,,2021-03-14 14:20:15
1,135473,131762,1,,,0,0,0,0,,2,,,2021-03-14 14:20:15
1,135892,132176,1,2019,UNIVERSIDAD NACIONAL PEDRO RUÍZ GALLO,1,1,0,1,MAESTRO EN CIENCIAS SOCIALES CON MENCION EN GESTION PUBLICA Y GERENCIA SOCIAL,1,,,2021-03-14 14:20:15
1,135922,132219,1,,,0,0,0,0,,2,,,2021-03-14 14:20:15
1,136385,132681,1,,,0,0,0,0,,2,,,2021-03-14 14:20:15
1,135967,132255,1,,,0,0,0,0,,2,,,2021-03-14 14:20:15
1,135407,131698,1,2018,UNIVERSIDAD PRIVADA CÉSAR VALLEJO,1,1,1,0,DOCTORA EN GESTION PUBLICA Y GOBERNABILIDAD,1,,,2021-03-14 14:20:15
1,135274,131575,1,2018,UNIVERSIDAD PRIVADA CÉSAR VALLEJO,1,1,1,0,DOCTORA EN GESTION PUBLICA Y GOBERNABILIDAD,1,,,2021-03-14 14:20:15
1,134776,131169,1,,,0,0,0,0,,2,,,2021-03-14 14:20:15
1,134041,130506,1,,,0,0,0,0,,2,,,2021-03-14 14:20:15
1,135001,131385,1,,,0,0,0,0,,2,,,2021-03-14 14:20:15
1,137462,133739,1,2015,UNIVERSIDAD PRIVADA CÉSAR VALLEJO,1,1,0,1,MAGISTER EN GESTION PUBLICA,1,,,2021-03-14 14:20:15
1,135649,131948,1,,,0,0,0,0,,2,,,2021-03-14 14:20:15
1,135721,132016,1,,,0,0,0,0,,2,,,2021-03-14 14:20:15
1,135453,131753,1,,,0,0,0,0,,2,,,2021-03-14 14:20:15
1,135180,131510,1,2016,UNIVERSIDAD ESAN,1,1,0,1,MAESTRO / MAGÍSTER EN ORGANIZACIÓN Y DIRECCIÓN DE PERSONAS,1,,,2021-03-14 14:20:15
1,135149,131481,1,,,0,0,0,0,,2,,,2021-03-14 14:20:15
1,134020,130480,1,,,0,0,0,0,,2,,,2021-03-14 14:20:15
1,134530,130920,1,,,0,0,0,0,,2,,,2021-03-14 14:20:15
1,134289,130864,1,,,0,0,0,0,,2,,,2021-03-14 14:20:15
1,134290,134120,1,,,0,0,0,0,,2,,,2021-03-14 14:20:15
1,134747,131134,1,2019,UNIVERSIDAD NACIONAL MAYOR DE SAN MARCOS,1,1,1,0,DOCTOR EN GESTION ECONOMICA GLOBAL,1,,,2021-03-14 14:20:15
1,135953,133235,1,,,0,0,0,0,,2,,,2021-03-14 14:20:15
1,135956,132241,1,,UNE ENRIQUE GUZMAN Y VALLE - LA MOLINA,1,1,0,2,EGRESADO EN LA MENSION :EVALUACION Y ACREDITACION DE LA CALIDAD EDUCATIVA .,1,,,2021-03-14 14:20:15
1,134799,131186,1,,FUNIBER,2,0,0,0,ESTUDIOS EN CURSO,1,,,2021-03-14 14:20:15
1,133819,130295,1,2017,UNIVERSIDAD NACIONAL SAN LUIS GONZAGA DE ICA,1,1,0,1,MAESTRO EN ADMINISTRACION  MENCION GESTION EMPRESARIAL,1,,,2021-03-14 14:20:15
1,133792,130269,1,,,0,0,0,0,,2,,,2021-03-14 14:20:15
1,133771,130252,1,2015,UNIVERSIDAD PRIVADA CÉSAR VALLEJO,1,1,0,1,MAGISTER EN PSICOLOGIA EDUCATIVA,1,,,2021-03-14 14:20:15
1,133789,130267,1,,,0,0,0,0,,2,,,2021-03-14 14:20:15
1,137817,134119,1,2014,UNIVERSIDAD ANDINA NESTOR CACERES - JULIACA,1,1,0,1,MAGISTER EN DERECHO PROCESAL PENAL,1,,,2021-03-14 14:20:15
1,137830,134133,1,,,0,0,0,0,,2,,,2021-03-14 14:20:15
1,137800,134099,1,,,0,0,0,0,,2,,,2021-03-14 14:20:15
1,137810,134109,1,,,0,0,0,0,,2,,,2021-03-14 14:20:15
1,134537,131431,1,,,0,0,0,0,,2,,,2021-03-14 14:20:15
1,134648,134145,1,,,0,0,0,0,,2,,,2021-03-14 14:20:15
1,135403,131694,1,2016,HEC Paris,1,1,0,1,DIPLOMA DEL INSTITUTO SUPERIOR DE ADMINISTRACIÓN,1,,,2021-03-14 14:20:15
1,135405,133330,1,,,0,0,0,0,,2,,,2021-03-14 14:20:15
1,135798,132089,1,,,0,0,0,0,,2,,,2021-03-14 14:20:15
1,137052,133896,1,,,0,0,0,0,,2,,,2021-03-14 14:20:15
1,135817,132108,1,,,0,0,0,0,,2,,,2021-03-14 14:20:15
1,135830,132119,1,,,0,0,0,0,,2,,,2021-03-14 14:20:15
1,135842,132121,1,,,0,0,0,0,,2,,,2021-03-14 14:20:15
1,136762,133061,1,,,0,0,0,0,,2,,,2021-03-14 14:20:15
1,136786,133072,1,,,0,0,0,0,,2,,,2021-03-14 14:20:15
1,136799,133086,1,,UNIVERSIDAD DE LIMA,1,1,0,2,BACHILLER EN DERECHO,1,,,2021-03-14 14:20:15
1,136813,133101,1,,,0,0,0,0,,2,,,2021-03-14 14:20:15
1,134972,131299,1,2006,UNIVERSIDAD PRIVADA CÉSAR VALLEJO,1,1,0,1,MAGISTER EN DOCENCIA UNIVERSITARIA,1,,,2021-03-14 14:20:15
1,136747,133098,1,,,0,0,0,0,,2,,,2021-03-14 14:20:15
1,134969,132459,1,,,0,0,0,0,,2,,,2021-03-14 14:20:15
1,136380,132673,1,,,0,0,0,0,,2,,,2021-03-14 14:20:15
1,136695,132978,1,,UNIVERSIDAD NACIONAL DE UCAYALI,2,0,0,0,GESTION PÚBLICA,1,,,2021-03-14 14:20:15
1,136681,132962,1,,UNIVERSIDAD NACIONAL DE UCAYALI,1,1,0,2,MAESTRIA EN SALUD PÚBLICA,1,,,2021-03-14 14:20:15
1,136688,132972,1,,,0,0,0,0,,2,,,2021-03-14 14:20:15
1,136666,132948,1,,,0,0,0,0,,2,,,2021-03-14 14:20:15
1,135913,132221,1,2009,UNIVERSIDAD NACIONAL DE SAN AGUSTIN,1,1,0,1,MAGISTER EN SALUD PUBLICA,1,,,2021-03-14 14:20:15
1,136013,132318,1,,,0,0,0,0,,2,,,2021-03-14 14:20:15
1,136086,132387,1,,,0,0,0,0,,2,,,2021-03-14 14:20:15
1,136107,132407,1,,,0,0,0,0,,2,,,2021-03-14 14:20:15
1,136005,132290,1,,,0,0,0,0,,2,,,2021-03-14 14:20:15
1,136124,132418,1,,,0,0,0,0,,2,,,2021-03-14 14:20:15
1,134329,130737,1,2019,UNIVERSIDAD NACIONAL PEDRO RUÍZ GALLO,1,1,0,1,MAESTRO EN CIENCIAS CON MENCION EN PROYECTOS DE INVERSION,1,,,2021-03-14 14:20:15
1,134376,130774,1,,,0,0,0,0,,2,,,2021-03-14 14:20:15
1,134415,130811,1,,,0,0,0,0,,2,,,2021-03-14 14:20:15
1,134378,130775,1,,,0,0,0,0,,2,,,2021-03-14 14:20:15
1,135153,131978,1,,,0,0,0,0,,2,,,2021-03-14 14:20:15
1,136106,132395,1,2014,UNIVERSIDAD RICARDO PALMA,1,1,0,1,GRADO ACADEMICO DE MAESTRO EN DOCENCIA SUPERIOR,1,,,2021-03-14 14:20:15
1,136719,133005,1,,,0,0,0,0,,2,,,2021-03-14 14:20:15
1,136311,132607,1,,UNIVERSIDAD NACIONAL SANTIAGO ANTUNEZ DE MAYOLO,1,1,0,2,-,1,,MAESTRIA EN DERECHO CIVIL,2021-03-14 14:20:15
1,136784,133071,1,,UNIVERSIDAD PERUANA CAYETANO HEREDIA,1,1,0,2,EGRESADA DE LA MAESTRIA ENSALUD PUBLICA CON MENCION EN GESTION DE SERVICIO DE SALUD,1,,,2021-03-14 14:20:15
1,136334,132614,1,,,0,0,0,0,,2,,,2021-03-14 14:20:15
1,137349,133634,1,,,0,0,0,0,,2,,,2021-03-14 14:20:15
1,136345,132630,1,,,0,0,0,0,,2,,,2021-03-14 14:20:15
1,136353,132648,1,,"ENRIQUE Y VALLE "" LA CANTUTA""",1,1,0,2,GESTION PÚBLICA,1,,MAESTRIA CULMINADA,2021-03-14 14:20:15
1,137668,133967,1,,,0,0,0,0,,2,,,2021-03-14 14:20:15
1,137671,133971,1,,,0,0,0,0,,2,,,2021-03-14 14:20:15
1,137687,133985,1,,,0,0,0,0,,2,,,2021-03-14 14:20:15
1,137684,133980,1,,,0,0,0,0,,2,,,2021-03-14 14:20:15
1,135206,131732,1,,,0,0,0,0,,2,,,2021-03-14 14:20:15
1,135434,131766,1,2020,UNIVERSIDAD CESAR VALLEJO,1,1,0,1,MAESTRA EN ADMINISTRACIÓN DE LA EDUCACIÓN,1,,,2021-03-14 14:20:15
1,135432,131784,1,,,0,0,0,0,,2,,,2021-03-14 14:20:15
1,135431,131720,1,2016,UNIVERSIDAD PRIVADA CÉSAR VALLEJO,1,1,0,1,MAGISTER EN ADMINISTRACION DE LA EDUCACION,1,,,2021-03-14 14:20:15
1,134970,131309,1,,,0,0,0,0,,2,,,2021-03-14 14:20:15
1,135063,133482,1,,UNIVERSIDAD NACIONAL DE TRUJILLO,2,0,0,0,GESTIÓN PÚBLICA Y DESARROLLO LOCAL,1,,ESTANDO PENDIENTE TESIS I Y TESIS II,2021-03-14 14:20:15
1,135065,131401,1,2016,UNIVERSIDAD PRIVADA CÉSAR VALLEJO,1,1,1,0,DOCTOR EN ADMINISTRACION DE LA EDUCACION,1,,,2021-03-14 14:20:15
1,135087,131808,1,2018,UNIVERSIDAD  REY JUAN CARLOS,1,1,0,1,MÁSTER EN RECURSOS HUMANOS,1,,ESPAÑA,2021-03-14 14:20:15
1,136533,132850,1,,,0,0,0,0,,2,,,2021-03-14 14:20:15
1,135099,131430,1,2017,UNIVERSIDAD PRIVADA CÉSAR VALLEJO,1,1,0,1,MAESTRA EN GESTIÓN PÚBLICA,1,,,2021-03-14 14:20:15
1,137102,133408,1,,UNIVERSIDAD NACIONAL MAYOR DE SAN MARCOS,1,1,2,0,ESPECIALIDAD GINECOOBSTETRICIA,1,,,2021-03-14 14:20:15
1,137039,133348,1,,,0,0,0,0,,2,,,2021-03-14 14:20:15
1,136944,133274,1,,,0,0,0,0,,2,,,2021-03-14 14:20:15
1,136993,133306,1,,,0,0,0,0,,2,,,2021-03-14 14:20:15
1,136442,132722,1,2016,UNIVERSIDAD PRIVADA CÉSAR VALLEJO,1,1,0,1,MAGISTER EN CIENCIAS POLITICAS,1,,,2021-03-14 14:20:15
1,136605,132874,1,2019,UNIVERSIDAD PRIVADA CÉSAR VALLEJO,1,1,0,1,MAESTRA EN GESTIÓN PÚBLICA,1,,,2021-03-14 14:20:15
1,136623,132897,1,,,0,0,0,0,,2,,,2021-03-14 14:20:15
1,136636,132911,1,,,0,0,0,0,,2,,,2021-03-14 14:20:15
1,135003,131335,1,,,0,0,0,0,,2,,,2021-03-14 14:20:15
1,134959,131296,1,,,0,0,0,0,,2,,,2021-03-14 14:20:15
1,134968,131321,1,,,0,0,0,0,,2,,,2021-03-14 14:20:15
1,134992,131326,1,,,0,0,0,0,,2,,,2021-03-14 14:20:15
1,133968,130434,1,,,0,0,0,0,,2,,,2021-03-14 14:20:15
1,134550,130943,1,,UNIVERSIDAD PONTIFICIA JAVERIANA DE COLOMBIA,1,1,0,2,TESIS INSCRITA LISTO PARA SUSTENTAR,1,,GRADO POR SUSUTENTAR FACULTADA DE CIENCIAS ECONOMICAS,2021-03-14 14:20:15
1,133840,130316,1,,,0,0,0,0,,2,,,2021-03-14 14:20:15
1,133810,130293,1,,UNIVERSIDAD DE LIMA,1,1,0,2,MAESTRIA DE DERECHO EMPRESARIAL,1,,,2021-03-14 14:20:15
1,133818,130296,1,,UNIVERSIDAD DE LIMA,1,1,0,2,MAESTRIA DE TRIBUTACION Y POLITICA FISCAL,1,,,2021-03-14 14:20:15
1,133854,130330,1,1967,UNIVERSIDAD NACIONAL DE INGENIERÍA,1,1,0,1,"MAESTRO EN CIENCIAS - REVALIDA, ESPECIALIDAD: INGENIERIA DE MINAS",1,,,2021-03-14 14:20:15
1,134743,131131,1,2017,UNIVERSIDAD DE PIURA,1,1,0,1,MAGISTER EN GOBIERNO DE LAS ORGANIZACIONES,1,,,2021-03-14 14:20:15
1,133822,130301,1,,UNIVERSIDA DE PIURA,1,1,0,2,PROGRAMA DE ALTA DIRECCION,1,,,2021-03-14 14:20:15
1,135360,131652,1,2019,UNIVERSITY OF NEWCASTLE UPON TYNE,1,1,0,1,GRADO DE MAGÍSTER EN ECONOMÍA POLÍTICA INTERNACIONAL ,1,,,2021-03-14 14:20:15
1,133843,130324,1,,,0,0,0,0,,2,,,2021-03-14 14:20:15
1,134690,131075,1,2013,UNIVERSIDAD DE NAVARRA,1,1,0,1,MASTER EN MATRIMONIO Y FAMILIA,1,,,2021-03-14 14:20:15
1,133999,130458,1,,,0,0,0,0,,2,,,2021-03-14 14:20:15
1,133808,130292,1,2010,NORWICH UNIVERSITY,1,1,0,1,MASTERS IN DIPLOMACY AND INTERNATIONAL COMPERCE,1,,NO REGISTRADO EN SUNEDU,2021-03-14 14:20:15
1,134552,131070,1,2004,PAD ESCUELA DE DIRECCIONES (UNIVERSIDAD DE PIURA),1,1,0,1,PROGRAMA DE COMPETENCIAS DIRECTIVAS,1,,COSTOS ESTRATEGICOS PROMOCION DE ACTIVIDADES MARITIMAS PROGRAMA PARA PRESIDENTES Y GERENTES GENERALES,2021-03-14 14:20:15
1,133994,130457,1,,UNIVERSIDAD NACIONAL MAYOR DE SAN MARCOS - UNMSM,2,0,0,0,MAESTRIA EN CIENCIAS AMBIENTALES,1,,ME ENCUENTRO EN PROCESO,2021-03-14 14:20:15
1,134692,131076,1,2019,UNIVERSIDAD ESAN,1,1,0,1,MAESTRO EN GERENCIA DE SERVICIOS DE SALUD,1,,,2021-03-14 14:20:15
1,133872,130345,1,,,0,0,0,0,,2,,,2021-03-14 14:20:15
1,134149,130598,1,,,0,0,0,0,,2,,,2021-03-14 14:20:15
1,133953,130421,1,2020,CENTRO DE ALTOS ESTUDIOS NACIONALES - CAEN,1,1,0,1,MAESTRO EN INTELIGENCIA ESTRATÉGICA,1,,,2021-03-14 14:20:15
1,133965,130433,1,,,0,0,0,0,,2,,,2021-03-14 14:20:15
1,133992,130451,1,,UNIVERSIDAD INCA GARCILAZO DE LA VEGA,1,1,0,2,MAESTRIA EN DERECHO NOTARIAL Y REGISTRAL,1,,,2021-03-14 14:20:15
1,133956,130424,1,,,0,0,0,0,,2,,,2021-03-14 14:20:15
1,134344,130748,1,2013,ESCUELA SUPERIOR DE GUERRA NAVAL,1,1,0,1,MAGISTER EN ESTRATEGIA MARITIMA,1,,,2021-03-14 14:20:15
1,133868,130343,1,,,0,0,0,0,,2,,,2021-03-14 14:20:15
1,133877,130351,1,,,0,0,0,0,,2,,,2021-03-14 14:20:15
1,133864,130341,1,,,0,0,0,0,,2,,,2021-03-14 14:20:15
1,133851,130326,1,,,0,0,0,0,,2,,,2021-03-14 14:20:15
1,133959,130429,1,,UNIVERSIDAD DE PIURA,1,1,0,2,FILOSOFIA CON MENCION ANTROPOLOGIA,1,,,2021-03-14 14:20:15
1,136787,133074,1,,,0,0,0,0,,2,,,2021-03-14 14:20:15
1,133867,130339,1,,,0,0,0,0,,2,,,2021-03-14 14:20:15
1,133908,130384,1,,UNIVERSIDAD SAN MARTIN DE PORRES,1,1,0,2,MAESTRIA EN GESTIÓN EDUCATIVA,1,,,2021-03-14 14:20:15
1,133897,130561,1,,UNIVERSIDAD SAN MARTÍN DE PORRES,1,1,0,2,MAESTRIA EN GESTIÓN PÚBLICA,1,,,2021-03-14 14:20:15
1,133847,130323,1,,,0,0,0,0,,2,,,2021-03-14 14:20:15
1,133873,130353,1,,,0,0,0,0,,2,,,2021-03-14 14:20:15
1,133890,130362,1,2019,UNIVERSIDAD CÉSAR VALLEJO S.A.C.,1,1,1,0,DOCTOR EN GESTIÓN PÚBLICA Y GOBERNABILIDAD,1,,,2021-03-14 14:20:15
1,133821,130304,1,,PONTIFICIA UNIVERSIDAD CATOLICA DEL PERU,2,0,0,0,MAESTRIA EN GERENCIA SOCIAL,1,,NO CONCLUIDO,2021-03-14 14:20:15
1,135921,132272,1,,,0,0,0,0,,2,,,2021-03-14 14:20:15
1,136194,132488,1,,,0,0,0,0,,2,,,2021-03-14 14:20:15
1,135950,132234,1,2018,UNIVERSIDAD NACIONAL PEDRO RUÍZ GALLO,1,1,0,1,MAESTRA EN DERECHO CON MENCION EN CIENCIAS PENALES,1,,,2021-03-14 14:20:15
1,136215,132511,1,2013,UNIVERSIDAD NACIONAL PEDRO RUIZ GALLO,1,1,0,1,MAESTRO EN CIENCIAS DE LA EDUCACIÓN,1,,,2021-03-14 14:20:15
1,136338,132618,1,2018,UNIVERSIDAD PRIVADA CÉSAR VALLEJO,1,1,1,0,DOCTORA EN GESTION PUBLICA Y GOBERNABILIDAD,1,,,2021-03-14 14:20:15
1,134276,130709,1,,,0,0,0,0,,2,,,2021-03-14 14:20:15
1,134032,130490,1,,,0,0,0,0,,2,,,2021-03-14 14:20:15
1,133966,130432,1,2019,UNIVERSIDAD NACIONAL DE EDUCACIÓN ENRIQUE GUZMÁN Y VALLE,1,1,1,0,DOCTOR EN CIENCIAS DE LA EDUCACION,1,,,2021-03-14 14:20:15
1,134268,130705,1,,UNIVERSIDAD CÉSAR VALLEJO,1,1,0,2,MAESTRÍA EN GESTIÓN PÚBLICA,1,,GRADO EN TRÁMITE,2021-03-14 14:20:15
1,133977,130441,1,,,0,0,0,0,,2,,,2021-03-14 14:20:15
1,136093,132390,1,,UNIVERSIDAD DE SAN MARTIN DE PORRES EUCIM,1,1,0,2,MAESTRIA EN GESTION PUBLICA,1,,DOBLE TITULACION OBTUVO EL MASTER EN GERENCIA PUBLICA DE EUCIM ACTUALMENTE SE ENCUENTRA APOTILLADO PERO AUN NO SE INSCRIBE EN SUNEDU,2021-03-14 14:20:15
1,136105,132400,1,,,0,0,0,0,,2,,,2021-03-14 14:20:15
1,136112,133000,1,,,0,0,0,0,,2,,,2021-03-14 14:20:15
1,136732,133014,1,,,0,0,0,0,,2,,,2021-03-14 14:20:15
1,135333,131699,1,,UNIVERSIDAD NACIONAL DE PIURA,1,1,0,2,-,1,,EGRESADA DE LA MAESTRÍA CON MENCIÓN EN DERECHO CIVIL Y COMERCIAL,2021-03-14 14:20:15
1,135417,131968,1,,,0,0,0,0,,2,,,2021-03-14 14:20:15
1,135421,131947,1,,UNIVERSIDAD NACIONAL DE PIURA,2,0,0,0,-,1,,ACTUALMENTE ESTA EN EL IV CICLO DEL PROGRAMA DE MAESTRIA EN CIENCIAS SOCIALES CON MENCIÓN EN GERENCIA SOCIAL,2021-03-14 14:20:15
1,135424,131717,1,2017,UNIVERSIDAD PRIVADA CÉSAR VALLEJO,1,1,0,1,MAESTRO/MAGÍSTER EN ADMINISTRACION DE NEGOCIOS Y RELACIONES INTERNACIONALES,1,,,2021-03-14 14:20:15
1,135425,131914,1,,UNIVERSIDAD NACIONAL DE PIURA,2,0,0,0,-,1,,ACTUALMENTE ESTUDIANDO,2021-03-14 14:20:15
1,135426,131887,1,,,0,0,0,0,,2,,,2021-03-14 14:20:15
1,135427,131875,1,,,0,0,0,0,,2,,,2021-03-14 14:20:15
1,134402,130799,1,,,0,0,0,0,,2,,,2021-03-14 14:20:15
1,134973,131307,1,,,0,0,0,0,,2,,,2021-03-14 14:20:15
1,134411,130809,1,,,0,0,0,0,,2,,,2021-03-14 14:20:15
1,134407,130805,1,,,0,0,0,0,,2,,,2021-03-14 14:20:15
1,133855,130336,1,,,0,0,0,0,,2,,,2021-03-14 14:20:15
1,134209,130653,1,,,0,0,0,0,,2,,,2021-03-14 14:20:15
1,134245,130688,1,,UNIVERSIDAD NACIONAL DE LA AMAZONIA PERUANA - UNAP,1,2,0,0,GESTION PUBLICA,1,,LA UNAP NO EMITE EL CERTIFICADO DE EGRESADO HASTA NO CONCLUIR Y SUSTENTAR LA TESIS,2021-03-14 14:20:15
1,133902,130386,1,,,0,0,0,0,,2,,,2021-03-14 14:20:15
1,134294,133733,1,,,0,0,0,0,,2,,,2021-03-14 14:20:15
1,134298,131232,1,,,0,0,0,0,,2,,,2021-03-14 14:20:15
1,134454,130849,1,2020,UNIVERSIDAD CESAR VALLEJO,1,1,1,0,DR. GESTION PUBLICA Y GOBERNABILIDAD,1,,,2021-03-14 14:20:15
1,134357,130758,1,,,0,0,0,0,,2,,,2021-03-14 14:20:15
1,134371,130770,1,,,0,0,0,0,,2,,,2021-03-14 14:20:15
1,134392,130791,1,,,0,0,0,0,,2,,,2021-03-14 14:20:15
1,134101,130557,1,,,0,0,0,0,,2,,,2021-03-14 14:20:15
1,133844,130356,1,2005,UNIVERSIDAD SAN MARTIN INSTITUTO DE GOBIERNO Y DE GESTION PUBLICA -EUCIM BUSINESS SCHOOL,1,1,0,1,MASTER GERENCIA PUBLICA,1,,,2021-03-14 14:20:15
1,134075,131235,1,,,0,0,0,0,,2,,,2021-03-14 14:20:15
1,133993,130450,1,,,0,0,0,0,,2,,,2021-03-14 14:20:15
1,134103,130559,1,,PONTIFICA UNIVERSIDAD CATOLICA DEL PERU,1,1,0,2,MAESTRIA EN CIENCIAS POLITICAS Y GOBIERNO,1,,,2021-03-14 14:20:15
1,137756,134050,1,2020,UNIVERSIDAD NACIONAL DE EDUCACION ENRIQUE GUZMAN Y VALLE,1,1,0,1,MAEST. EN ADMINISTRACION MENCION GESTION PUBLICA,1,,,2021-03-14 14:20:15
1,134025,130487,1,,UNIVERSIDAD JOSE CARLOS MARIATEGUI,1,1,0,2,DERECHO CIVIL Y COMERCIAL,1,,,2021-03-14 14:20:15
1,133921,130395,1,,UNIVERSIDAD CESAR VALLEJO,1,1,2,0,MAESTRIA GESTION PUBLICA,1,,GRADO EN TRAMITE- RESOLUCION DE SUSTENTACION - ABOGADO,2021-03-14 14:20:15
1,134038,130497,1,,,0,0,0,0,,2,,,2021-03-14 14:20:15
1,133903,130374,1,,,0,0,0,0,,2,,,2021-03-14 14:20:15
1,133911,130383,1,,,0,0,0,0,,2,,,2021-03-14 14:20:15
1,134040,130502,1,,UNIVERSIDAD DE PARIS III,1,1,0,2,DEA-MASTER II - ECONOMIA,1,,,2021-03-14 14:20:15
1,134065,131215,1,,,0,0,0,0,,2,,,2021-03-14 14:20:15
1,134059,132685,1,,UNIVERSIDAD CESAR VALLEJO,1,1,0,2,MAESTRIA EN GESTION PUBLICA,1,,,2021-03-14 14:20:15
1,134111,130566,1,2015,UNIVERSIDAD PRIVADA CÉSAR VALLEJO,1,1,0,1,MAGISTER EN GESTION PUBLICA,1,,,2021-03-14 14:20:15
1,133916,130393,1,,,0,0,0,0,,2,,,2021-03-14 14:20:15
1,134109,130845,1,2015,UNIVERSIDAD CESAR VALLEJOS,1,1,0,1,MAGISTER EN GESTION EDUCATIVA,1,,EL DOCTORADO CON EN AÑO 2020 EN PROCESO DE TRAMITE,2021-03-14 14:20:15
1,134097,130552,1,,,0,0,0,0,,2,,,2021-03-14 14:20:15
1,134349,131411,1,2020,UNIVERSIDAD DE SALAMANCA,1,1,0,1,MASTER EN GESTION SOSTENIBLE DEL AMBIENTE,1,,,2021-03-14 14:20:15
1,133900,130373,1,,,0,0,0,0,,2,,,2021-03-14 14:20:15
1,133909,130381,1,,,0,0,0,0,,2,,,2021-03-14 14:20:15
1,133926,130397,1,,CENTRO DE ALTOS ESTUDIOS NACIONALES,1,1,2,0,EGRESADO DE LA MAESTRIA EN GESTION PUBLICA,1,,,2021-03-14 14:20:15
1,134089,130547,1,,UNIVERSIDAD MAYOR DE SAN MARCOS,1,1,0,2,GESTION PUBLICA,1,,EGRESADA DE LA MAESTRIA EN EL AÑO 2017,2021-03-14 14:20:15
1,133914,130389,1,,,0,0,0,0,,2,,,2021-03-14 14:20:15
1,133913,130897,1,,EL COLEGIO DE MEXICO,2,0,0,0,DOCTORADO EN HISTORIA,1,,EN PROCESO ELABORACION DE TESIS,2021-03-14 14:20:15
1,134100,130556,1,,,0,0,0,0,,2,,,2021-03-14 14:20:15
1,133907,130376,1,,,0,0,0,0,,2,,,2021-03-14 14:20:15
1,134107,130564,1,,UNE ENRIQUE GUZMAN Y VALLE,1,1,0,2,EVALUACION Y ACREDITACION DE LA CALIDAD EDUCATIVA,1,,,2021-03-14 14:20:15
1,134091,130548,1,,,0,0,0,0,,2,,,2021-03-14 14:20:15
1,134095,131007,1,,,0,0,0,0,,2,,,2021-03-14 14:20:15
1,134345,130750,1,,,0,0,0,0,,2,,,2021-03-14 14:20:15
1,134201,131231,1,,,0,0,0,0,,2,,,2021-03-14 14:20:15
1,133989,130447,1,2017,UNIVERSIDAD NACIONAL DE LA AMAZONÍA PERUANA,1,1,0,1,MAESTRA EN SALUD PÚBLICA,1,,,2021-03-14 14:20:15
1,133981,130442,1,,UNIVERSIDAD NACIONAL DE LA AMAZONIA,1,1,0,2,DERECHO CIVIL,1,,CUENTA CON UN DIPLOMA DE EGRESADO DE MAESTRIA EN DERECHO CON MENCION DE DERECHO CIVIL Y COMERCIAL,2021-03-14 14:20:15
1,134003,130470,1,,UNIVERSIDAD NACIONAL PEDRO RUIZ GALLO,1,1,2,0,PSICOPEDAGOGIA COGNITIVA,1,,CUENTA CON CONSTANCIA DE EGRESADO,2021-03-14 14:20:15
1,133960,130427,1,2014,UNIVERSIDAD ALAS PERUANAS S.A.,1,1,1,0,DOCTOR EN EDUCACION,1,,,2021-03-14 14:20:15
1,134698,131092,1,,,0,0,0,0,,2,,,2021-03-14 14:20:15
1,134361,130762,1,,,0,0,0,0,,2,,,2021-03-14 14:20:15
1,134368,130767,1,,,0,0,0,0,,2,,,2021-03-14 14:20:15
1,134374,130771,1,,,0,0,0,0,,2,,,2021-03-14 14:20:15
1,134366,130766,1,,,0,0,0,0,,2,,,2021-03-14 14:20:15
1,134395,130795,1,,,0,0,0,0,,2,,,2021-03-14 14:20:15
1,135529,131862,1,,,0,0,0,0,,2,,,2021-03-14 14:20:15
1,136033,132327,1,,,0,0,0,0,,2,,,2021-03-14 14:20:15
1,136067,132358,1,,,0,0,0,0,,2,,,2021-03-14 14:20:15
1,135723,132018,1,,,0,0,0,0,,2,,,2021-03-14 14:20:15
